Time,II
0.056,0.00025586033175994743
0.05625,9.96816598140282e-05
0.0565,-4.4974694594528263e-05
0.05675,-0.00010398662396905685
0.057,-3.9804148190532986e-05
0.05725,0.00010269432208233033
0.0575,0.00022289375151129294
0.05775,0.0002371278405034397
0.058,0.00013920750476334215
0.05825,-6.442210538323075e-06
0.0585,-0.00012315219659009462
0.05875,-0.00017345308204572352
0.059,-0.00016554521209530732
0.05925,-0.00012789827033950798
0.0595,-8.340583976099488e-05
0.05975,-4.267434099361977e-05
0.06,-2.6423935997353805e-06
0.06025,4.437247588434648e-05
0.0605,9.148001280773529e-05
0.06075,0.00010419145791469376
0.061,3.610760559427652e-05
0.06125,-0.00012202643072123327
0.0615,-0.0002981677303371288
0.06175,-0.0003694926684293448
0.062,-0.0002560580737802289
0.06225,-3.872567914454261e-06
0.0625,0.00023612234020502635
0.06275,0.00032086607482921986
0.063,0.000222619469527925
0.06325,3.526400311681685e-05
0.0635,-0.00011414963833898019
0.06375,-0.00015628724588990597
0.064,-0.00010054922267322382
0.06425,3.637376355384106e-06
0.0645,0.0001141634752943497
0.06475,0.00021765415916831754
0.065,0.00033289964901411654
0.06525,0.0004914283974541425
0.0655,0.0006977734456647091
0.06575,0.0008735448469981462
0.066,0.0008761303788310998
0.06625,0.0006256263175284865
0.0665,0.0002479607470506855
0.06675,5.3603999801176245e-05
0.067,0.0003253827377664186
0.06725,0.0010471099364329462
0.0675,0.0018251526965238607
0.06775,0.002162970908387253
0.068,0.0018275392516176228
0.06825,0.0010339550998457229
0.0685,0.00026227116914705645
0.06875,-7.081397205111647e-05
0.069,0.00014412032187217938
0.06925,0.00073732324350127
